met_id	pat1_Control	pat2_Control	pat3_Control	pat30_Control	pat31_Control	pat32_Control	pat33_Control	pat34_Control	pat35_Control	pat36_Control	pat4_Control	pat5_Control	pat58_Control	pat59_Control	pat6_Control	pat60_Control	pat61_Control	pat63_Control	pat64_Control	pat65_Control	pat66_Control	pat8_Control	pat62_Control	pat7_Control	pat68_AKT1-high	pat75_AKT1-high	pat78_AKT1-high	pat79_AKT1-high	pat80_AKT1-high	pat82_AKT1-high	pat85_AKT1-high	pat12_AKT1-high	pat14_AKT1-high	pat17_AKT1-high	pat20_AKT1-high	pat22_AKT1-high	pat24_AKT1-high	pat26_AKT1-high	pat40_AKT1-high	pat41_AKT1-high	pat44_AKT1-high	pat47_AKT1-high	pat49_AKT1-high	pat54_AKT1-high	pat57_AKT1-high	BIOCHEMICAL	SUPER_PATHWAY	SUB_PATHWAY	METABOLON_ID	PLATFORM	KEGG_ID	HMDB_ID
met204	25213.41	NA	50858.65	NA	NA	16708.41	NA	NA	NA	244348.99	43456.77	NA	47727.99	NA	17576.74	NA	117211.97	47536.35	33295.64	47105.31	41335.19	NA	NA	15671.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	123094.07	100169.08	47632.17	16974.45	NA	42453.16	NA	52811.18	NA	NA	NA	NA	maltotetraose	Carbohydrate	Fructose, mannose, galactose, starch, and sucrose metabolism	15910	LC/MS neg	C02052	HMDB01296
met205	161428.73	NA	171943.19	176228.8	NA	220305	NA	NA	NA	1727945.68	249577.84	77703.12	342846.14	NA	206986.78	NA	NA	237113.11	NA	141997.82	NA	109376.52	NA	120828.79	NA	105103.45	NA	NA	NA	NA	NA	NA	NA	653670.94	518553.68	220305	171808.33	NA	274640.16	205156.88	468933.51	NA	NA	NA	218567.3	maltotriose	Carbohydrate	Fructose, mannose, galactose, starch, and sucrose metabolism	15877	GC/MS	C01835	HMDB01262
met206	NA	NA	320749.71	45550.07	78721.11	66563.38	278834.07	268482.57	674416.46	132210.67	230308.6	22853.88	341752.58	10476.13	123952.92	358941.52	220416.67	92890.86	230949.54	113087.34	226340.03	136515.18	190091.6	167544.38	76309.16	351585.31	260802.72	139270.78	146712.75	44977.31	43475.65	302225.58	47103.9	376578.44	342268.62	178868.56	93525.24	NA	398204.57	56932.64	229121.39	NA	249659.97	49661.99	129045.75	mannitol	Carbohydrate	Fructose, mannose, galactose, starch, and sucrose metabolism	15335	GC/MS	C00392	HMDB00765
met207	167106.06	243217.14	590133.91	299925	NA	201286	460861.42	780831.02	255138	777603.31	625390.9	527667.93	778720.13	173482.89	439763.94	261838.38	357817.2	464732.32	588473.4	1006087.93	421868.85	247839.54	624282.55	951931.6	448611.53	417029	874713.53	467240.37	158882.03	216936.35	246334.01	178840.74	322628.72	1152506.64	578475.84	640784.82	417029	73277.82	822167.42	174475	175377	398431	417029	303702.75	902815.27	mannose	Carbohydrate	Fructose, mannose, galactose, starch, and sucrose metabolism	584	GC/MS	C00159	HMDB00169
met208	10159.69	41408.56	169999.96	52141.08	17414.81	18507.24	91104.77	112734.28	139647.13	52524.51	172231.53	136232.99	179449.09	NA	181632.18	238177.51	72481.11	83842.66	447868.11	NA	179462	135114.05	72342.73	529117.46	570649.65	171602.27	260184.76	675150.86	281415.25	NA	77778.12	217795.17	217959	732683.88	286456.91	891307.16	345971	15844.24	172678.43	100263.83	109913.8	377318.46	696599.61	235536.07	442388.87	mannose-6-phosphate	Carbohydrate	Fructose, mannose, galactose, starch, and sucrose metabolism	1470	GC/MS	C00275	HMDB01078
met209	136172.4	614030.4	203862.9	412245.4	246249.1	214467.4	201462.4	120788.2	257897.2	424115.6	218631.3	157770.8	147318.9	478359.2	124262	167221.5	161583.9	121661.7	154034.6	206428.3	163326.1	283781	245433.9	158582.7	276392.2	295964.2	365850.2	134747.1	456014.6	294091.2	856626	449045.9	318693.9	236032.3	207781.3	249340.6	303709.6	284389.7	213412	297819.1	241449.6	391397.3	NA	276392.2	397027.4	margarate (17:0)	Lipid	Long chain fatty acid	1121	LC/MS neg	NA	HMDB02259
met210	400866.4	1585516.2	738746.3	1446784	899997.8	808686.7	582505.7	755968.3	1247676	4132332	810434.5	752137.7	807072.4	1800353.5	756985.8	1041796	621614.1	665576.7	658315	784109.2	576187.8	773292.3	612456	661783.8	760418.9	874147	760832.2	733639.2	882941	1055790	643821	1428195	922877.1	1249016.4	918872.9	874147	1269141.8	404054.8	671384.9	969967.7	848296.2	1088774.6	829444.6	499068	1033860.8	methionine	Amino acid	Cysteine, methionine, SAM, taurine metabolism	1302	LC/MS pos	C00073	HMDB00696
met211	583308.26	221661.74	224211.86	164183.3	NA	NA	78601.23	72703.91	271127.77	123402.65	128546.7	94657.26	624241.09	283894.82	413367.58	285904.69	80905.59	222143.25	1180649.89	593123.67	127843.85	126431.29	159414.17	738814.85	705676.24	149835.21	1168847.01	1075821.28	94340.1	30405.74	350067.31	283393.34	231557.65	1545392.39	216985.77	598531.54	666263.2	57901.34	333759.01	48665.55	99897.62	450868.47	490675.41	271668.3	328087.41	methyl-alpha-glucopyranoside	Xenobiotics	Chemical	20714	GC/MS	C03619	NA
met212	829277.2	1292692.9	3075604.9	1765521.4	859994.2	456888.8	2632201.6	2071379.2	5723931.9	914338.8	1516858.4	2828280	3892347.8	1575118.2	2226381.3	3667252.6	1431996.7	1286171.7	2880184.1	2941925.2	2235411.8	1287069.9	3612317.5	3486370.4	4368481	2059564	3995664	3979257.2	2800720	548359.8	1094569.5	2989777.7	5002148.1	2578047.9	4295156.8	3965915.8	3972935.3	677065.4	3765558.8	1014209.7	805045.3	1962252	3470799.8	1372115	3144488.7	methylphosphate	Nucleotide	Purine and pyrimidine metabolism	37070	GC/MS	NA	NA
met213	12926723.3	15619754.1	76907581.4	61443991.2	88726552.8	94257385.3	64408931.7	52648637.4	76003778.6	37273096.6	85762207.9	93463608.6	88050800.5	32260889.6	59808641.5	78411562.6	50948364.8	68900080.8	74157105.6	104785935.3	71220160.8	62779538.9	100702577.8	87805516.2	68960762.4	74352771.6	67260839.5	60932087.9	87405706.2	59050680.7	34622543.9	50414675.1	63789568.1	50745573.4	75504624.9	63954311.7	72871800.5	11840275.1	91127805.9	67310100	61925176.6	80094824.9	69392835.9	38149417	42395306.6	myo-inositol	Lipid	Inositol metabolism	19934	GC/MS	C00137	HMDB00211
met214	1097528.3	2209805.2	1169729.2	1447454.9	1524762.4	1497417.6	1303915.7	1272546.8	1400201.4	2130524.7	1259389.6	1520399.2	1428443.5	1908183.7	1379674.1	1062101.4	1473561.3	960317.1	1196490	1391044.5	1576248.8	1680221.1	1483391	1136320.5	1548678.4	1834919	1542613.9	1204247.5	2094921.7	1609413.7	2396545.4	1725787	1629432.9	1458722.3	1409582.5	1648728	1602873.1	1338811.7	1415048	1566424	1586073.6	1608849.5	1434578.4	1627496.8	1362329.5	myristate (14:0)	Lipid	Long chain fatty acid	1365	LC/MS neg	C06424	HMDB00806
met215	NA	NA	30864.64	48515.6	40485.49	33298.41	44276.46	NA	97387.15	36881.59	87852.4	21337.73	68695.58	NA	40990.95	41513.56	111610.04	39940.63	33493.55	34340.53	59904.15	45739.78	51412.21	66529.51	79932.37	89370.44	48515.6	50664.74	NA	105260.67	21217.93	48515.6	44810.99	29996.53	104827.31	30665.92	95259.14	NA	73058.9	86771.01	44991.17	32606.35	57978.07	30425.17	27786.37	N-acetyl-aspartyl-glutamate (NAAG)	Amino acid	Glutamate metabolism	35665	LC/MS pos	C12270	HMDB01067
met216	NA	27075.72	NA	NA	NA	NA	NA	NA	NA	56146.02	NA	NA	NA	22159.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27396.41	NA	NA	19017.43	NA	27198.74	NA	NA	20719.9	N-acetylalanine	Amino acid	Alanine and aspartate metabolism	1585	LC/MS neg	C02847	HMDB00766
met217	NA	27271.39	32814.08	30569.18	27706.62	35094.78	23463.42	26779.67	46615.16	21171.03	39640.54	28812.24	49338.03	23835.32	36432.68	36032.37	29025.12	35349.76	31512.65	26256.82	46196.61	39895.5	47410.35	43201.13	80468.44	78208.54	55621.23	16860.61	37657.92	57874.26	51649.75	36229.15	48377.93	37388.26	37805.35	39805.5	132013.31	NA	51005.81	87098.7	39724.1	71809.5	30200.29	16810.94	37101.49	N-acetylaspartate (NAA)	Amino acid	Alanine and aspartate metabolism	22185	LC/MS pos	C01042	HMDB00812
met218	36735.1	245017.53	127458.11	136179.71	NA	NA	165721.21	77993.68	61883.9	195896.87	77689.6	NA	141991.26	113230.89	203283.45	183961.76	42307.62	100698.29	135633.69	24338.35	NA	112656.06	439690.41	68312.75	216178.83	96483.48	243029.95	295328.2	280468.26	15833.08	131603.06	475498.54	133766.72	726263.3	144809.29	86857.89	224065.34	49304.96	64744.06	89889.98	NA	271023.24	205328.64	50106.86	525495.36	N-acetylglucosamine	Carbohydrate	Aminosugars metabolism	15096	GC/MS	C00140	HMDB00215
met219	23159.48	105800.98	31266.99	65155.59	23074.02	18228.31	21039.95	34339.64	40277.67	196746.32	33395.91	26474.74	43604.02	104225.98	33418.58	47730.72	16810.17	25848.09	42258.1	43440.94	23885.32	34600.85	28335.05	30947.81	45218.11	45094.81	24225.61	43675.15	36850.32	32577.91	35085.58	44569.2	43012.09	128123.59	43309.22	46652.46	79580.02	30793.22	33909.11	50506.83	38453.2	88712.81	36153.13	18989.31	91217.24	N-acetylmethionine	Amino acid	Cysteine, methionine, SAM, taurine metabolism	1589	LC/MS neg	C02712	HMDB11745
met220	21387.41	193854.23	208917.12	97063.19	84246.46	NA	109486.55	166249.72	610166.36	211403.57	166041.43	NA	499492.13	NA	231853.33	649693.31	168430.09	102782.53	284098.14	166746.28	158119.37	156044.47	588237.86	166484.47	690577.79	330497.69	238199.47	337601.33	254126.68	138441.26	187843.72	428987.69	718474.7	489228.13	322223.26	823484.66	302449.62	51520.15	1228206.92	235831.45	NA	283885.89	209396.44	102038.46	312160.68	N-acetylneuraminate	Carbohydrate	Aminosugars metabolism	1592	GC/MS	C00270	HMDB00230
met221	20420.77	NA	55714.34	51203.87	NA	22850.53	237282.42	128569.55	75122.87	NA	320899.91	87011.04	368817.11	NA	86901.04	69509.84	105857.12	121955.83	126915.92	87336.77	208495.8	144744.82	261725.04	459217.84	74140.5	164023.56	79604.65	86956.04	39305.77	NA	42275.17	41804.84	92803.49	110450.88	193379.3	30384.42	284874.61	90456.92	230481.85	41132.07	61271.94	66113.07	107283.33	74114.03	18117.33	N-acetylputrescine	Amino acid	Polyamine metabolism	37496	LC/MS pos	C02714	HMDB02064
met222	11918.98	NA	53372.01	66272.85	47768.66	52819.73	22724.16	39313.97	68593.73	121452.95	38490.54	51777.16	NA	NA	37429.63	48806.8	38975.04	NA	NA	28428.93	NA	43312.12	56745.71	48520.21	32463.09	67593.77	NA	NA	63050.6	NA	NA	54673.73	24065.98	53830.99	57743.67	36143.09	50197.79	NA	44443.17	45078.38	NA	67622.23	68351.7	25458.33	NA	N-acetylserine	Amino acid	Glycine, serine and threonine metabolism	37076	GC/MS	NA	HMDB02931
met223	NA	21763.56	NA	NA	32323.73	28204.96	14270.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17392.57	22534.71	NA	NA	NA	16323.9	NA	15151.29	25334.75	NA	NA	18727.63	NA	NA	NA	NA	NA	N-acetylthreonine	Amino acid	Glycine, serine and threonine metabolism	33939	LC/MS neg	C01118	NA
met224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	694254.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132040.83	NA	NA	N-acetyltryptophan	Amino acid	Tryptophan metabolism	33959	LC/MS neg	C03137	NA
met225	NA	NA	161832.5	42033.17	245063.97	217398.54	NA	NA	NA	19150.89	NA	18816.61	NA	NA	NA	70750.32	176377.69	NA	NA	NA	NA	NA	138431.66	400684.49	1781099.83	NA	79988.57	394442.42	NA	258611.82	NA	44171.55	NA	NA	NA	328358.24	NA	16452.65	99888.09	NA	NA	NA	NA	NA	19242.11	N-ethylglycinexylidide*	Xenobiotics	Drug	33080	LC/MS pos	C16561	NA
met226	23429.78	49158.81	98197.72	84421.7	119666.46	88933.3	130227.45	74533.76	181470.36	72000.85	84441.68	147526.76	236214.74	78036.63	87035.34	161937.77	54406.18	88363.63	130102.13	82505.28	123120.28	106741.27	134673.74	118585.78	134477.98	129271.33	138758	123849.77	104389.74	110892.26	59142.56	158173.21	123800.1	153808.27	159372.84	96664.05	193374.27	20448.4	114199.26	124069.45	60179.68	97385.38	136509.68	51297.01	108351.79	N1-methyladenosine	Nucleotide	Purine metabolism, adenine containing	15650	LC/MS pos	C02494	HMDB03331
met227	NA	NA	16104.81	NA	NA	NA	20944.3	16090.12	22913.67	NA	NA	NA	NA	NA	NA	32397.94	NA	NA	18936.01	NA	NA	19867.39	17777.45	NA	NA	16341.44	17001.51	NA	NA	NA	NA	42119.26	18813.54	30396.01	24941.83	21991.41	NA	NA	NA	NA	NA	16981.61	NA	NA	15732.71	N1-methylguanosine	Nucleotide	Purine metabolism, guanine containing	31609	LC/MS pos	NA	HMDB01563
met228	NA	54799.98	13958.66	27530.14	18175.05	19465.26	NA	19629.75	28711.47	54501.73	23265.88	11098.67	NA	25874.17	20422.45	24183.49	NA	NA	16289.23	20129.61	NA	22789.66	15846.92	12003.32	46856.81	21211.57	23083.85	NA	19926.39	29202.46	NA	61164.51	14925.09	31540.44	12680.62	20180.94	23035.97	NA	NA	20291.68	23919.98	20898.53	21889.65	NA	23389.53	N6-acetyllysine	Amino acid	Lysine metabolism	36752	LC/MS pos	C02727	HMDB00206
met229	151754	384965.2	1253972.9	1618890.5	803693.7	384026.7	1526909.9	1306705.4	1930432	796121.9	1862399.7	1402833.7	1777078.7	412702.7	1200055.4	1119379.3	519381.4	1223310.3	1898179.7	1357470.6	1903046.5	628910	1904535.8	2211836	2738515.9	1490430	1809138.9	2036725.3	1843339	627469	876809.5	1273870.9	1742679.6	1581766.9	2410456	1625896.9	2915178.4	166197.9	1414269.4	690361.4	1498282.4	1623854.6	2020096.5	1091763.1	1472045.2	nicotinamide	Cofactors and vitamins	Nicotinate and nicotinamide metabolism	594	LC/MS pos	C00153	HMDB01406
met230	NA	20243.41	225973.01	48780.74	1233922.4	2589611.29	137627.17	181017.52	159187.79	20471.94	228285.78	700879.14	122063.01	20175.78	95236.41	174131.18	803420.48	134509.19	264940.71	126980.03	215256.17	440388.36	92740.75	195825.2	214599.96	174185.42	1495036.18	117029	734409.39	1347438.82	125280.19	752655.9	1457980.12	142189.65	91767.15	139346.28	494322.36	57892.01	129312.17	969825.53	488930.39	1376821.7	1268003.07	118575.7	732034.98	nicotinamide adenine dinucleotide (NAD+)	Cofactors and vitamins	Nicotinate and nicotinamide metabolism	5278	LC/MS pos	C00003	HMDB00902
met231	NA	NA	NA	NA	93405.14	148227.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70846.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	54319.22	NA	53861.07	110821.39	NA	12207.3	NA	NA	NA	NA	NA	NA	NA	82479.74	39816.89	57884.17	40116.9	NA	20548.77	nicotinamide adenine dinucleotide reduced (NADH)	Cofactors and vitamins	Nicotinate and nicotinamide metabolism	31475	LC/MS neg	C00004	HMDB01487
met232	NA	NA	NA	NA	85563.4	23564.23	NA	19645.09	NA	NA	NA	NA	NA	NA	NA	NA	57020.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	45402.85	NA	25805.34	81337.07	NA	390811.68	51020.66	NA	NA	NA	24415.63	NA	NA	66761.99	20803.91	192370.14	62084.31	NA	85414.99	nicotinamide ribonucleotide (NMN)	Cofactors and vitamins	Nicotinate and nicotinamide metabolism	22152	LC/MS pos	C00455	HMDB00229
met233	NA	NA	13581.75	NA	12524.24	NA	NA	22166.41	NA	NA	13214.08	19881.1	NA	NA	NA	NA	46101.35	NA	17961.5	18386.61	NA	29086.31	NA	25628.87	49087.17	NA	70738.87	19866.35	88245.53	18439	NA	204014.07	58928.97	NA	NA	NA	66221.68	14201.19	NA	51461.26	12105.77	124356.16	62773.25	NA	118663.45	nicotinamide riboside*	Cofactors and vitamins	Nicotinate and nicotinamide metabolism	33013	LC/MS pos	C03150	HMDB00855
met234	NA	165649.99	29634.11	58346.77	24675.46	NA	24859.01	NA	21794.49	54246.61	24925.62	NA	17479.59	47901.94	15616.33	12720.34	NA	12546.75	NA	27425.1	NA	29493.45	33209.88	26725.78	71281.09	29614.7	80315.46	16894.8	147084.32	21627.11	135395.02	119649.68	85532.14	42689.03	21492.38	50067.55	102293.37	94901.27	NA	54216.81	39242.77	141273.52	40462.46	44631.89	83618.75	nonadecanoate (19:0)	Lipid	Long chain fatty acid	1356	LC/MS neg	C16535	HMDB00772
met235	279238.3	1157544.2	980064.4	1077659.1	390883	184880.2	612442.8	430857.6	884219.2	907841.6	775144.5	788085.1	970312.8	712225	911428.6	766730.5	432006	426128.5	772683.5	730288.3	521821.6	514338	1007423.2	957059.8	1782067	685724.9	933868.1	689351.2	817883	393705.4	1353379.6	933868.1	868838.9	936154.2	935887.4	1019089.9	1298210.2	823100.3	502659.4	540254.7	400435.8	959894.6	1280718.3	454787.3	1213446	oleate (18:1n9)	Lipid	Long chain fatty acid	1359	GC/MS	C00712	HMDB00207
met236	NA	62499.67	27698.15	NA	191850.02	56805.77	111591.64	55763.79	354215.95	NA	159521.58	22956.36	NA	139543.67	463401.1	153537.54	35168.32	995727.67	NA	NA	54921.72	24890.24	NA	NA	75727.6	NA	370939.47	NA	321928.93	NA	5459421.13	460081.99	19162.46	26886.92	NA	NA	170976.33	855930.12	20862.61	174138.45	238713.55	192746.72	NA	399682.53	NA	oleoylcarnitine	Lipid	Carnitine metabolism	35160	LC/MS pos	NA	HMDB05065
met237	NA	72756.14	177141.13	743169.21	930313.31	727043.75	555525.43	776909.65	679940.69	NA	1435231.59	589388.97	728249.78	162609.3	486093.5	583230.84	609254.11	677920.93	609793.67	672451.89	1076532.79	799633.76	651331.51	1375004.93	897136.91	797184.59	305477.52	719836.73	574319.14	525331.17	119302.08	234591.07	849772.09	354708.78	836457.61	689665.71	598354.62	23434.1	950481.23	579799.23	509255.05	337682.23	951743.52	298649.01	764569.14	ophthalmate	Amino acid	Glutathione metabolism	34592	LC/MS pos	NA	HMDB05765
met238	451916.34	1961042.93	2696884.52	2198180.99	654291.29	313849.55	2601501.86	2173415.01	2970796.37	8604304.69	1704948.95	1587179.98	2472175.61	846581.59	3367946.2	2896005.32	922340.48	1107015.09	1687053.95	1256970.17	1247405.94	2191810.05	2346564.24	2179785.95	2390834.86	1002899.16	2185798	2563210.74	1025339.44	343562.42	949866.06	5452765.55	1999753.33	6746621.58	4001259.78	2912193.76	2091648.49	533146.77	1519692.62	1226385.7	844866.73	1692139.65	2229657.48	1495944.85	4534738.55	ornithine	Amino acid	Urea cycle; arginine-, proline-, metabolism	1493	GC/MS	C00077	HMDB03374
met239	NA	NA	21247.141	NA	NA	267077.376	27277.93	NA	NA	NA	32111.578	22444.282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45061.427	NA	NA	NA	NA	NA	NA	NA	20961.764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	p-acetamidophenylglucuronide	Xenobiotics	Drug	33423	LC/MS neg	NA	HMDB10316
met240	12291.718	34919.51	233813.658	422487.421	142995.71	186547.123	525287.194	786107.173	533780.568	60143.523	176713.742	212278.439	259438.727	61945.24	95903.504	384170.168	82827.007	304332.535	324489.399	308999.991	345872.891	303766.584	347679.74	22424.867	60063.159	595392.034	198259.137	130665.214	248649.628	551552.406	98948.539	256260.1	223832.934	446487.724	312178.88	211113.421	271576.302	NA	102156.18	209369.137	439318.091	NA	512609.451	31805.351	214022.723	p-cresol sulfate	Amino acid	Phenylalanine & tyrosine metabolism	36103	LC/MS neg	C01468	NA
met241	9837133	25589597	9667409	16027084	10607076	9807469	9375685	8245379	13333231	25844407	11264195	12513359	11004290	16466539	8842770	12340673	9874905	7485760	9866788	10547023	12036981	14356814	14093999	9482474	13351882	15671225	15655066	11416259	20905842	13612081	19752023	15445246	15433875	13443442	12704536	15071021	14695152	14974191	13489800	12527137	10377367	13657536	13951219	14221403	16615524	palmitate (16:0)	Lipid	Long chain fatty acid	1336	LC/MS neg	C00249	HMDB00220
met242	1767064	5267871	1433205	3160566	2320788	1988362	1743191	1703410	2631391	4095240	1911949	3264446	2215973	3186292	1391725	2496849	2552257	1796641	1968999	2278615	2889272	3037733	2326420	1670697	2665261	2825445	2647575	1904531	2625576	2499199	4324927	2672437	3395001	2496076	2063772	2937390	2417435	3025884	2415792	3375417	2190277	2964809	2828519	3515811	2606947	palmitoleate (16:1n7)	Lipid	Long chain fatty acid	33447	LC/MS neg	C08362	HMDB03229
met243	558885.6	2113763.2	3676888.1	3121660.5	2272153.6	3010212.5	2729473.2	2469872.7	3088963.6	2905677.8	3331183	2734140.1	3385227.5	2756554.5	2247462.7	3222234	2254424.7	2452512.4	3614496.4	3818151.5	2571171.9	2209591.7	3681120.9	4533103.1	3009986.1	2173677.6	2232672	2691349.1	2182182.5	1652540.7	2722157.6	2594092	2233270.7	3435972.9	3207855	3161489.7	3208896.5	543289.6	2519407.9	2335131.7	3175956.5	2004916.3	3386383	1577074.6	2065964.3	palmitoyl sphingomyelin	Lipid	Sphingolipid	37506	GC/MS	NA	NA
met244	53712.43	162428.55	109362.84	208697.98	259376.14	236440.19	270856.36	309786.06	217155.39	362871.41	338924.09	247954.85	220784	201308.07	101884.3	228941.61	406442.39	215558.76	178742.11	348901.33	159765.2	387374.37	756498.61	213541.3	165081.12	389996.87	271781.65	274199.33	287280.15	134955.4	119054.21	293379.16	343802.51	374563.49	526353.84	264021.22	593028.91	51571.37	294025.66	342644.51	324950.33	401808.97	251106.41	122385.65	169762.66	pantothenate	Cofactors and vitamins	Pantothenate and CoA metabolism	1508	LC/MS pos	C00864	HMDB00210
met245	NA	NA	113676.85	17900.87	NA	41036.76	53543.13	88346.42	71616.04	NA	175378.1	34330.38	36851.56	NA	41047	134085.02	NA	33074.17	65215.94	30568.43	44834.84	63298.94	30861.89	36836.13	46002.3	47033.23	NA	NA	47761.98	49433.68	NA	135535.9	32180.01	19943.44	27713.16	NA	178784.52	22079.1	NA	168672.06	NA	18196.07	90861.8	NA	NA	paraxanthine	Xenobiotics	Xanthine metabolism	18254	LC/MS pos	C13747	HMDB01860
met246	NA	1226083.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	542017.9	NA	NA	NA	NA	NA	NA	397330.6	NA	NA	NA	NA	NA	101643.3	NA	penicillin G	Xenobiotics	Drug	37468	LC/MS neg	C05551	NA
met247	NA	22812.95	225204.46	61193.68	45733.43	674713.79	247857.14	174931.46	397255.21	96843.96	71640.3	180701.11	101418.28	27114.24	139380.98	92269.65	116503.35	73351.78	89411.1	120558.04	109982.4	133761.26	81044.8	147325.34	218082.27	167695.4	52348.08	113879.73	87916.79	209176.47	NA	92960.96	190695.81	96843.96	122276.58	97110.16	49985.06	NA	127842.36	274560.76	141094.65	109053.9	136988.83	48023.36	29680.3	phenol sulfate	Amino acid	Phenylalanine & tyrosine metabolism	32553	LC/MS neg	C02180	NA
met248	18229.61	NA	196762.5	62967.25	26654.68	634761.12	519830.25	106992.25	521839.17	51715.07	168977.56	110435.52	89564.7	NA	49756.49	323280.67	21402.78	80329.84	43444.64	27188.33	118562.13	195611.53	63574.45	17347.43	47221.63	300668.42	64689.73	20870.44	38700.22	97272.32	NA	259444.57	117169.64	378857.51	313691.3	34734.85	116631.24	NA	NA	61558.01	69244.72	21231.08	90770.59	NA	35424.5	phenylacetylglutamine	Amino acid	Phenylalanine & tyrosine metabolism	35126	LC/MS pos	C05597	HMDB06344
met249	NA	151448.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131925.99	NA	NA	NA	NA	NA	NA	41312.45	NA	NA	NA	NA	NA	125829.54	NA	phenylacetylglycine	Amino acid	Phenylalanine & tyrosine metabolism	33945	LC/MS neg	C05598	HMDB00821
met250	1128590.6	7366870.5	3458691.1	7087022.5	4451098.8	3628008.3	4512596.8	4602813.8	6440858.6	16401789.2	4361931	3970474.6	4814001.4	6319013.4	3496328.8	6302898.6	2554440.4	2817695.4	3896277.1	3703751.5	3200073.5	4561213.8	5606626.1	3223062.1	5103611.6	4068830.3	4952924	4193933.3	5118002.8	4133128.2	2577486.4	8607113.1	4968126.1	8621570.2	6065000.3	4854594.7	7494564.4	1262552	4024678.9	5225129	3827074.2	7249727.6	5039736.5	1903179.4	5915699.2	phenylalanine	Amino acid	Phenylalanine & tyrosine metabolism	64	LC/MS pos	C00079	HMDB00159
met251	17637860	89812918	142405590	114493711	98446671	139856242	114930192	76685314	118688322	77212268	114909844	131195766	152115390	92407834	107241016	152920654	94039500	87970988	152723998	207278392	105308935	103478377	224125877	145029000	168654582	124240872	64401604	97147373	167572800	93005450	86708706	132136098	130202694	127073158	141015296	151288354	143621194	27217978	148889516	124117188	101846313	171314981	141020973	71523615	127412508	phosphate	Energy	Oxidative phosphorylation	11438	GC/MS	C00009	HMDB01429
met252	NA	26233.55	67539.81	32895.02	227695.2	217145.06	66407.04	61661.11	104424.96	NA	113294.34	223865.71	46294.41	39052.18	55839.53	122290.82	168182.64	97932.98	79262.28	105332.39	100869.41	119872.11	59820.9	74565.21	71427.13	149154.45	53193.2	54608.25	178966.54	227600.14	42600.14	126194.29	148856.6	32632.57	62402.05	96295.7	104536.49	NA	85397.21	141355.81	138366.28	151332.26	86648.79	37371.1	NA	phosphoethanolamine	Lipid	Glycerolipid metabolism	1600	LC/MS neg	C00346	HMDB00224
met253	NA	30506.06	16731.07	NA	22485.01	16204.86	NA	16865.68	25059.9	NA	20766.66	16616.04	28442.42	NA	19163.06	NA	253172.54	NA	28392.8	NA	32389.7	37503.61	25843.31	NA	24766.37	23098.52	47915.58	22096.9	28230.7	30506.06	39528.39	23545.47	21021.51	31102.34	19474.28	31396.19	42455.17	NA	212304.26	NA	41327.56	29712	42086.78	NA	26776.81	pipecolate	Amino acid	Lysine metabolism	1444	LC/MS pos	C00408	HMDB00070
met254	NA	50348.49	107160.3	NA	42456.5	51843.09	34831.11	160582.59	38287.35	132014.35	63232.27	NA	66242.47	95108.12	73506.66	109485.79	28088.56	54820.08	156552.03	173593.38	123485.1	111608.35	53390.15	85612.1	56959.61	41376.13	130520.88	39964.96	120268.23	47424.26	60061.34	116488.02	36920.65	120076.71	37485.28	63170.42	37737.69	NA	70891.91	56525.12	171368.34	68523.18	62139.8	38937.02	76501.75	piperine	Xenobiotics	Food component/Plant	33935	LC/MS pos	C03882	NA
met255	498546.7	2480498.5	1788794.4	2123026.3	1692421.4	1359063.3	1890835.5	2081590.3	2651845	5491742.4	1691342.6	2037999.4	2313125.3	1998989	1730758.5	2818058.7	1392585.8	1245415	2246884.2	2183622.2	1814869.1	1774963.8	2126608.7	1988525.9	2991215.4	2180889.5	3003298.3	3049325.9	2805209.6	2335348.9	2148372.9	3672459.8	2837332.9	3249539.1	2621299.6	2652655.3	3052965.5	914976.6	2038530.7	2545239.7	1655116.9	4999668	2715249.8	1384373.2	3406171.9	proline	Amino acid	Urea cycle; arginine-, proline-, metabolism	1898	LC/MS pos	C00148	HMDB00162
